id,name,lat,lng,category,country,city,sources,url,tags
311,Earthwalk,44.005,-77.888,ecovillage,,,EcovillageMap,,
312,East Wind Community,36.6202,-92.2729,ecovillage,,,EcovillageMap,,
313,Ec(H)o Village ELISA,-20.9379,55.5481,ecovillage,,,EcovillageMap,,
314,Eco Aldea Espiritual,-32.9507,-69.2056,ecovillage,,,EcovillageMap,,
315,Eco Aldea Tierra de Niebla,19.1764,-96.9723,ecovillage,,,EcovillageMap,,
316,Eco Aldea de los glaciares sagrados - Maras,-13.3382,-72.1434,ecovillage,,,EcovillageMap,,
317,Eco Aldeia do Vale - Instituto Permacultura,38.8808,-9.3077,ecovillage,,,EcovillageMap,,
318,Eco Caminhos,-22.3034,-42.5867,ecovillage,,,EcovillageMap,,
319,Eco Campus Bulgarian Houses,42.8408,23.315,ecovillage,,,EcovillageMap,,
320,Eco Centro Social Vila dos Sonhos,-21.9634,-43.1546,ecovillage,,,EcovillageMap,,
321,Eco Chateau,45.1469,2.0528,ecovillage,,,EcovillageMap,,
322,Eco Just Food Network,43.8713076,-79.867832,ecoversity,,,Ecoversities,,
323,"Eco Project ""Nueva Vida""",41.3874,2.1686,ecovillage,,,GTA|EcovillageMap,,
324,"Eco Soul Hostel, London",51.4633,-0.1123,ecovillage,,,EcovillageMap,,
325,Eco Truly Park - Eco Village,-11.6018,-77.2004,ecovillage,,,EcovillageMap,,
326,Eco Village Cluster Carinthia - Leben in Fülle und Symbiose,46.6915,13.8275,ecovillage,,,EcovillageMap,,
327,Eco Vista University,34.41135,-119.8568,ecoversity,,,Ecoversities,,
328,Eco Yoga Park,-34.5874,-58.8852,ecovillage,,,EcovillageMap,,
329,Eco- Social Development Initiatives,0.0146,32.6074,ecovillage,,,EcovillageMap,,
330,Eco- peace project,13.0832,30.349,ecovillage,,,EcovillageMap,,
331,"Eco-village in Montana, U.S.A",45.8924,-111.5522,ecovillage,,,EcovillageMap,,
332,EcoAldea Crisálida,-36.8769,-71.6531,ecovillage,,,EcovillageMap,,
333,EcoFarm &amp; MiniCamping in Pajiesmeniai Lithuania,56.1085,24.4845,ecovillage,,,EcovillageMap,,
334,EcoGay Community,4.6804,-74.5325,ecovillage,,,EcovillageMap,,
335,EcoGreen Betare for Community reliance,5.5919,14.0847,ecovillage,,,EcovillageMap,,
336,EcoSur,-35.1776,-67.5098,ecovillage,,,EcovillageMap,,
337,EcoVibe Living: Embracing Sustainable Serenity,17.1523,-89.08,ecovillage,,,EcovillageMap,,
338,Ecoaldea - Casa de Salud y Reposo,40.4126,0.4243,ecovillage,,,EcovillageMap,,
339,Ecoaldea Alborada,7.8932,-72.2408,ecovillage,,,EcovillageMap,,
340,Ecoaldea Anaconda del Sur,1.1478,-76.6481,ecovillage,,,EcovillageMap,,
341,Ecoaldea Atlantida,2.61689,-76.6081,ecoversity,,,Ecoversities,,
342,Ecoaldea Comunidad Uchanchi,-1.6123,-78.7161,ecovillage,,,EcovillageMap,,
343,Ecoaldea Escolar La Torre,43.653,-7.7991,ecovillage,,,EcovillageMap,,
344,Ecoaldea Espiral De Luz,-14.95,-61.5333,ecovillage,,,EcovillageMap,,
345,Frentes unidos en defensa de tepoztlán,18.9848,-99.09305,grassroots_collective,MX,Tepoztlan,CrianzaMutua|EcovillageMap,https://www.facebook.com/frentedefensatepoz/?locale=es_LA,
346,Ecoaldea La Montana,-39.5129,-71.5701,ecovillage,,,EcovillageMap,,
347,Ecoaldea Manuaré,8.7628,-75.892,ecovillage,,,EcovillageMap,,
348,Ecoaldea Mi Tribu,4.9615,-74.3561,ecovillage,,,EcovillageMap,,
349,Ecoaldea Paititi,-13.588,-68.7169,ecovillage,,,EcovillageMap,,
350,Ecoaldea Panzenu,10.0088,-75.044,ecovillage,,,EcovillageMap,,
351,Ecoaldea Tacotal,9.941,-84.5275,ecovillage,,,EcovillageMap,,
352,Ecoaldea Tierra Madre,-34.4688,-55.0854,ecovillage,,,EcovillageMap,,
353,Ecoaldea Vega de los Rios,36.7367,-4.8624,ecovillage,,,EcovillageMap,,
354,Ecoaldea con proyecto de ecoturismo,40.9381,0.3717,ecovillage,,,EcovillageMap,,
355,Ecoaldea vegetariana,41.5117,-7.998,ecovillage,,,EcovillageMap,,
356,"Ecoaldea-IEAN Jesús, sustentabilidad y espiritualidad.",-0.1807,-78.4678,ecovillage,,,EcovillageMap,,
357,Ecoashram,40.1905,44.4789,ecovillage,,,EcovillageMap,,
358,Ecoescuela El Jardín,8.709,-71.4823,ecovillage,,,EcovillageMap,,
359,Ecogranja Wiphala,4.5267,-75.641,ecovillage,,,EcovillageMap,,
360,Ecotopia,38.4285,20.6765,ecovillage,,,EcovillageMap,,
361,Ecotopia Romania Association,45.8139,21.3331,ecovillage,,,EcovillageMap,,
362,Ecovila Amat,42.1467,2.3849,ecovillage,,,EcovillageMap,,
363,Ecovila Ayrumã,-18.4314,-43.4188,ecovillage,,,EcovillageMap,,
364,Ecovila EL NAGUAL,-22.5446,-43.0659,ecovillage,,,EcovillageMap,,
365,Ecovila Felicidade,-7.1153,-34.8611,ecovillage,,,EcovillageMap,,
366,Ecovila Florescer,-28.0076,-49.537,ecovillage,,,EcovillageMap,,
367,Ecovila Piracanga,-14.2135,-38.9966,ecovillage,,,EcovillageMap,,
368,Ecovila Raiz do Anuhmas,-22.7912,-47.0505,ecovillage,,,EcovillageMap,,
369,Ecovila Santa Margarida,-22.7891,-47.0695,ecovillage,,,EcovillageMap,,
370,Ecovila da Montanha,-14.7817,-47.5533,ecovillage,,,EcovillageMap,,
371,Ecovilab - Ecovillage Laboratory,-22.9214,-45.0821,ecovillage,,,EcovillageMap,,
372,Ecovilla GAIA - Argentina,-35.0034,-59.2756,ecovillage,,,EcovillageMap,,
373,Ecovillage Bhrugu Aranya,49.6676,19.8193,ecovillage,,,EcovillageMap,,
374,Ecovillage Georgia,41.8205,46.2032,ecovillage,,,EcovillageMap,,
375,Ecovillage Grishino,55.4173,38.2652,ecovillage,,,EcovillageMap,,
376,Ecovillage Kovcheg (not GEN member),54.5519,36.2851,ecovillage,,,EcovillageMap,,
377,Ecovillage La Cite Ecologique of NH,44.9342,-71.4762,ecovillage,,,EcovillageMap,,
378,Ecovillage Madagascar,-18.7577,47.6424,ecovillage,,,EcovillageMap,,
379,Ecovillage Pentierebougou,13.0834,-7.9427,ecovillage,,,EcovillageMap,,
380,Ecovillage Sainte Camelle,43.1062,1.5621,ecovillage,,,EcovillageMap,,
381,Ecovillage Self-Sufficient Community,-22.3628,-43.5141,ecovillage,,,EcovillageMap,,
382,Ecovillage Torri Superiore,43.8413,7.5529,ecovillage,,,EcovillageMap,,
383,Ecovillage Tris Elies,34.9319,32.7933,ecovillage,,,EcovillageMap,,
384,Ecovillage Youth Exchange - EYE Project,14.4974,-14.4524,ecovillage,,,EcovillageMap,,
385,Ecovillage a Kodimasso,5.8702,-4.6558,ecovillage,,,EcovillageMap,,
386,Ecovillage at Ithaca,42.4427,-76.5414,ecovillage,,,EcovillageMap,,
387,"Ecovillage in Kochbaani, Kakheti, Georgia",41.8874,45.1248,ecovillage,,,EcovillageMap,,
388,Ecovillage in Olympos Antalya Turkey,36.384,30.4406,ecovillage,,,EcovillageMap,,
389,Ecovillaggio Habitat,43.5401,10.9549,ecovillage,,,EcovillageMap,,
390,Edenhope Nature Preserve,-15.2092,166.7087,ecovillage,,,EcovillageMap,,
391,Education in Transformation,64.28233,-135.0,ecoversity,,,Ecoversities,,
392,Ekobius International,5.532,-67.4297,ecovillage,,,EcovillageMap,,
393,Ekoby Växhuset,61.2856,16.7322,ecovillage,,,EcovillageMap,,
394,Ekovillage Seven Hills in Ukraine,49.0082,32.9048,ecovillage,,,EcovillageMap,,
395,Ekvn-Yefolecv,33.0167,-86.3121,ecovillage,,,EcovillageMap,,
396,"El Cady, parroquia Colón - desarrollo sostenible .",-1.1239,-80.4069,ecovillage,,,EcovillageMap,,
397,El Calabacino,37.8752,-6.677,ecovillage,,,EcovillageMap,,
398,El Guamacho - Microrreserva de Bosque Seco Tropical,11.1401,-74.2133,ecovillage,,,EcovillageMap,,
399,El Manzano,-37.0333,-72.4,ecovillage,,,EcovillageMap,,
400,El Manzano,-37.1556,-72.2851,ecovillage,,,EcovillageMap,,
401,El Nido Casa Abierta,-0.3384,-78.4896,ecoversity,,,Ecoversities,,
402,El Valle de la Luna,8.5232,-82.6185,ecovillage,,,EcovillageMap,,
403,El campo,40.2344,-1.1875,ecovillage,,,EcovillageMap,,
404,Elos,-23.9466,-46.3507,ecovillage,,,EcovillageMap,,
405,Elphinstone Rainbow Village,49.4549,-123.628,ecovillage,,,EcovillageMap,,
406,Eltham Ecovillage - dulaiwurrong vi,-37.7136,145.1488,ecovillage,,,EcovillageMap,,
407,Emerging project near Minca,11.0508,-74.066,ecovillage,,,EcovillageMap,,
408,Enargeia,39.191,23.2171,ecovillage,,,EcovillageMap,,
409,Energy Ecotourism of Poncosari in I,-7.7972,110.3688,ecovillage,,,EcovillageMap,,
410,Enhancing Livelihood,33.9568,100.6416,ecovillage,,,EcovillageMap,,
411,Enlivened Cooperative,42.22487,-121.78167,ecoversity,,,Ecoversities,,
412,Enlivened Learning,19.72411,-155.08682,ecoversity,,,Ecoversities,,
413,Entelechy,48.8054,-123.4897,ecovillage,,,EcovillageMap,,
414,Erigiendo Dipam,-14.235,-51.9253,ecovillage,,,Murmurations|EcovillageMap,,blockchain|co-op|co-op development|finance|platform co-op
415,Escuela Campesina de Educaci\u00f3n Popular y Alternativas Sustentables,19.7114821,-101.1717083,ecoversity,,,Ecoversities,,
416,Espace Culturel et Agricole Aduna'm,16.2742,-14.1565,ecovillage,,,EcovillageMap,,
417,Espaço Orgânico Imagine,-26.9769,-49.1535,ecovillage,,,EcovillageMap,,
418,Ethnic village,55.7428,37.6154,ecovillage,,,EcovillageMap,,
419,Extra Inn Ecovillage,-1.9727,29.9553,ecovillage,,,EcovillageMap,,
420,FAMILIAFELIZ - decentralized living community - Germany and Spain,40.4547,0.2759,ecovillage,,,EcovillageMap,,
421,FREE: Future Rural Economic Empowerment,-28.522,28.8319,ecovillage,,,EcovillageMap,,
422,"FUN-Nepal, Volunteering in Nepal",27.6788,85.2937,ecovillage,,,EcovillageMap,,
423,FalconBlanco,38.9089,1.4324,ecovillage,,,EcovillageMap,,
424,Fantasy Farm,46.0727,0.4329,ecovillage,,,EcovillageMap,,
425,Farkha,32.0701,35.1496,ecovillage,,,EcovillageMap,,
426,"Farma pod Vlciu - Searching for long terme partners/volunteers, and for a life partner.",48.3841,19.3724,ecovillage,,,EcovillageMap,,
427,Farmer Tantoh's Ecovillage Project,6.0183,10.1705,ecovillage,,,EcovillageMap,,
428,Fayu International Ecovillage 筏喻国际生态村,47.7275,128.8405,ecovillage,,,EcovillageMap,,
429,Ferme Pédagogique Arc en ciel,32.5477,-0.834,ecovillage,,,EcovillageMap,,
430,"Ferme de la Chaux, Goshen",47.1976,5.1682,ecovillage,,,EcovillageMap,,
431,Finca El Zopilote,11.4882,-85.5314,ecovillage,,,EcovillageMap,,
432,Finca Las Brisas,10.4958,-85.355,ecovillage,,,EcovillageMap,,
433,"Finca Las Cordilleras in El Retiro near Medellin, Colombia",5.9928,-75.4884,ecovillage,,,EcovillageMap,,
434,Finca Matias,-3.5917,-79.6361,ecovillage,,,EcovillageMap,,
435,Finca Morpho,8.435,-83.2788,ecovillage,,,EcovillageMap,,
436,Finca Sagrada Community,-4.3213,-79.2609,ecovillage,,,EcovillageMap,,
437,"Finca Sol y Valle, Costa Rica",9.8681,-83.8155,ecovillage,,,EcovillageMap,,
438,Finca Vida,18.1129,-66.1615,ecovillage,,,EcovillageMap,,
439,Finca el mundo verde - Try-Out community,36.8349,-4.1778,ecovillage,,,EcovillageMap,,
440,Findhorn College,57.60853,-3.59658,ecoversity,,,Ecoversities,,
441,Firestone Sanctuary,-27.1902,152.7349,ecovillage,,,EcovillageMap,,
442,Flagstaff College,35.1816047,-111.61659533199,ecoversity,,,Ecoversities,,
443,Floyd EcoVillage,36.9112,-80.3201,ecovillage,,,EcovillageMap,,
444,Flywheel Learning Lab,31.9686,-99.90181,ecoversity,,,Ecoversities,,
445,Fogata Kejsitani Memoria Viva,19.7392995,-101.97582722194,ecoversity,,,Ecoversities,,
446,Folleterre Faerie Sanctuary,47.787,6.6345,ecovillage,,,EcovillageMap,,
447,Fondazione Lac o Le Mon,40.30638,18.1746,ecoversity,,,Ecoversities,,
448,Forever MicroRanch,49.2049,-108.5618,ecovillage,,,EcovillageMap,,
449,Forum-Vauban,47.9753,7.8253,ecovillage,,,EcovillageMap,,
450,Free Home University,40.35152,18.17502,ecoversity,,,Ecoversities,,
451,Free and Real - The Telaithrion Project,38.9488,23.1362,ecovillage,,,EcovillageMap,,
452,Freedom Village Georgia,33.3608,-82.8621,ecovillage,,,EcovillageMap,,
453,Friskoven,55.0953,14.9445,ecovillage,,,EcovillageMap,,
454,Fruit Haven EcoVillage Ecuador,-3.4063,-78.5718,ecovillage,,,EcovillageMap,,
455,Fundacion Escuela Sintana y Tierra Negra,11.2333,-73.7668,ecovillage,,,EcovillageMap,,
456,Fundacion San Alonso Rodriguez,15.65999,-85.99214,ecoversity,,,Ecoversities,,
457,Fundacion para la Producci\u00f3n Agropecuaria Tropical Sostenible,6.33026,-73.2966,ecoversity,,,Ecoversities,,
458,Fundación ArteSumapaz,4.1911,-74.4465,ecovillage,,,EcovillageMap,,
459,Fundación Durika,9.1725,-83.3357,ecovillage,,,EcovillageMap,,
460,Fundação Terra Mirim,-12.8334,-38.4541,ecovillage,,,EcovillageMap,,
461,"Future Ecovillage ""Fruit Garden"" is searching for participants",37.7397,-25.3006,ecovillage,,,EcovillageMap,,
462,Future Roots Sustainability,2.2581,32.8874,ecovillage,,,EcovillageMap,,
463,Futures Growing Together,48.7867,-123.2894,ecovillage,,,EcovillageMap,,
464,GAYA community of consciousness,40.8194,-0.4508,ecovillage,,,EcovillageMap,,
465,GDA Sidi Amor,36.9323,10.1423,ecovillage,,,EcovillageMap,,
466,GEN Czechoslovakia,50.0755,14.4378,ecovillage,,,EcovillageMap,,
467,GEN Ukraine,48.3794,31.1656,ecovillage,,,EcovillageMap,,
468,GROW BIOINTENSIVE CENTRE KENYA,-1.0426,37.0803,ecovillage,,,EcovillageMap,,
469,Gaarawé Village,8.8653,98.7155,ecovillage,,,EcovillageMap,,
470,Gaia Ashram,17.7088,102.8374,ecovillage,,,EcovillageMap,,
471,Gaia Education,55.93986,-3.18226,ecoversity,,,Ecoversities,,
472,Gaia School,59.4384,24.785,ecovillage,,,EcovillageMap,,
473,Gaia Terra,45.8807,13.0699,ecovillage,,,EcovillageMap,,
474,Gaia U Latina - ERES,-37.03365,-72.39144,ecoversity,,,Ecoversities,,
475,Gaia University and Gaia U Latina,18.9428,-99.0317,ecovillage,,,EcovillageMap,,
476,Gaijan Luomukylä,62.5209,24.0864,ecovillage,,,EcovillageMap,,
477,Ganas Community,40.6379,-74.0833,ecovillage,,,EcovillageMap,,
478,Garaldea Inclusiva,40.146,-3.5294,ecovillage,,,EcovillageMap,,
479,Garp eco volunteer-community,40.1553,26.4142,ecovillage,,,EcovillageMap,,
480,Gemeinschaft Sulzbrunn,47.6702,10.3839,ecovillage,,,EcovillageMap,,
481,Gemeinschaftsinitiative Chiemgau e.V.,47.9695,12.4709,ecovillage,,,EcovillageMap,,
482,Generation Waking Up,37.82718,-122.29131,ecoversity,,,Ecoversities,,
483,Gesundheit! Institute,38.8897,-77.1622,ecovillage,,,EcovillageMap,,
484,Ghana Permaculture Institute,7.6619,-1.8436,ecovillage,,,EcovillageMap,,
485,Gia Mantra Global Village,12.2318,78.9993,ecovillage,,,EcovillageMap,,
486,Giardino della Gioia,41.8982,15.6,ecovillage,,,EcovillageMap,,
487,Gita Nagari Eco-Farm and Sanctuary,40.4905,-77.4614,ecovillage,,,EcovillageMap,,
488,Glen Valley Organic Farm,49.1581,-122.4284,ecovillage,,,EcovillageMap,,
489,Global Campus Palestine,32.0651,35.1517,ecovillage,,,EcovillageMap,,
490,Global Community Communications All,31.5772,-111.0379,ecovillage,,,EcovillageMap,,
491,Global Tribe Biodynamic Eco-village,37.1891,-6.5119,ecovillage,,,EcovillageMap,,
492,Goda Händer ekoby,59.0054,14.3558,ecovillage,,,EcovillageMap,,
493,Goddard College,44.28213,-72.43844,ecoversity,,,Ecoversities,,
494,Good Life Community,62.6464,26.8373,ecovillage,,,EcovillageMap,,
495,Goodlife Eco Village,44.2265,-76.2887,ecovillage,,,EcovillageMap,,
496,Gorca Earth CARE Center,46.33914,15.83752,ecoversity,,,Ecoversities,,
497,Govardhan Ecovillage,19.6555,72.9656,ecovillage,,,EcovillageMap,,
498,GrafenAuenland,48.447,13.887,ecovillage,,,EcovillageMap,,
499,Granja Beró,20.0621,-99.6203,ecovillage,,,EcovillageMap,,
500,Green Academy Yayu,8.3468,35.8555,ecovillage,,,EcovillageMap,,
501,Green Canvas of Light,-33.9802,22.6778,ecovillage,,,EcovillageMap,,
502,Green Commune Belica,41.402,20.9529,ecovillage,,,EcovillageMap,,
503,Green Gecko,17.2517,103.0384,ecovillage,,,EcovillageMap,,
504,Green New World - Finca Nuevo Mundo,14.7239,-91.259,ecovillage,,,EcovillageMap,,
505,Green Releaf Initiative,10.3157,123.8854,ecovillage,,,EcovillageMap,,
506,Green Valley EcoVillage,1.6518,103.6037,ecovillage,,,EcovillageMap,,
507,Green Village,7.9612,80.7273,ecovillage,,,EcovillageMap,,
508,Green Village Chhattisgarh,21.9896,82.7527,ecovillage,,,EcovillageMap,,
509,Green Village Lebanon,34.2375,35.7585,ecovillage,,,EcovillageMap,,
510,Green Village Nepal,27.6147,85.3897,ecovillage,,,EcovillageMap,,
511,Green Village Phillipines,14.1701,121.3309,ecovillage,,,EcovillageMap,,
512,Green educator,35.2022,-0.6299,ecovillage,,,EcovillageMap,,
513,Greening The Desert : Wahat SEKEM community,28.3497,28.8631,ecovillage,,,EcovillageMap,,
514,Ground-Up Initiative,1.4143,103.8279,ecovillage,,,EcovillageMap,,
515,Groundwork,38.88356,-107.58439,ecoversity,,,Ecoversities,,
516,Grønt Nabofellesskap,59.6615,11.0054,ecovillage,,,EcovillageMap,,
517,Guarda Rios Ecovillage,40.4947,-7.8398,ecovillage,,,EcovillageMap,,
518,Guede Chantier,16.5453,-14.7552,ecovillage,,,EcovillageMap,,
519,Gulpa Creek Community,-35.7218,144.9009,ecovillage,,,EcovillageMap,,
520,Gunes Koy,39.9208,32.8541,ecovillage,,,EcovillageMap,,
521,Gut Alaune,51.5266,11.9204,ecovillage,,,EcovillageMap,,
522,Gyürüfü Ecovillage,46.8832,16.9905,ecovillage,,,EcovillageMap,,
523,HEART-LAND Ecovillage vision looking for co-founders,28.6652,-17.8783,ecovillage,,,EcovillageMap,,
524,HECUA,44.96259,-93.19201,ecoversity,,,Ecoversities,,
525,Ha Giang responsible tourism,22.8015,104.9817,ecovillage,,,EcovillageMap,,
526,Habib University,24.90588,67.13828,ecoversity,,,Ecoversities,,
527,Habiba Community,29.0228,34.6734,ecovillage,,,EcovillageMap,,
528,Hakoritna Farm,32.3119,35.0266,ecovillage,,,EcovillageMap,,
529,Halcyon Community,-6.2213,-77.8597,ecovillage,,,EcovillageMap,,
530,Hallingelille Ecovillage,55.4947,11.819,ecovillage,,,EcovillageMap,,
531,"Hapori Eco Cohousing, San Miguel de Allende, México.",20.9144,-100.7452,ecovillage,,,EcovillageMap,,
532,Happy Castle Art Camp,33.7929,-107.0663,ecovillage,,,EcovillageMap,,
533,Hariharalaya,13.3622,103.8597,ecovillage,,,EcovillageMap,,
534,Harvest of Hope Uganda: Regenerative Agroforestry &amp; Seed Bank in Lira,2.2316,32.9438,ecovillage,,,EcovillageMap,,
535,Hastakala Eco Village,17.8098,78.4395,ecovillage,,,EcovillageMap,,
536,Hava & Adam,31.9091,35.0025,ecovillage,,,EcovillageMap,,
537,HawaiiSPACE,19.4975,-154.9508,ecovillage,,,EcovillageMap,,
538,Hawaiian Sanctuary Retreat Center,19.4819,-154.9441,ecovillage,,,EcovillageMap,,
539,Headwaters,44.4046,-72.3025,ecovillage,,,EcovillageMap,,
540,Hearth & Soul Eco Farm,-33.8806,25.4928,ecovillage,,,EcovillageMap,,
541,Heartwood Cohousing,37.2388,-107.6262,ecovillage,,,EcovillageMap,,
542,Heathcote Community,39.7089,-76.6684,ecovillage,,,EcovillageMap,,
543,Hedge School,53.34981,-6.26031,ecoversity,,,Murmurations|Ecoversities,,community|financialservices|isb|sustainablefinanceuniverse
544,Hedonisia Hawaii Sustainable Community,19.4683,-154.8924,ecovillage,,,EcovillageMap,,
545,Herramientas para el Buen Vivir,17.10914,-96.71149,ecoversity,,,Ecoversities,,
546,Hertha Levefællesskab/Hertha Living Community,56.1818,9.9726,ecovillage,,,EcovillageMap,,
547,Herzfeld Sennrueti,47.376,9.1927,ecovillage,,,EcovillageMap,,
548,Het Abtshof cv,50.74,5.1818,ecovillage,,,EcovillageMap,,
549,Hickory Nut Forest Eco-Community,35.471,-82.3358,ecovillage,,,EcovillageMap,,
550,Hilway Ecovillage by Ecommune,11.2545,122.9863,ecovillage,,,EcovillageMap,,
551,Himalayan Hemp - Eco Project,32.1905,75.7435,ecovillage,,,EcovillageMap,,
552,Himalayan Institute of Alternatives Ladakh (HIAL),34.14977,77.58037,ecoversity,,,Ecoversities,,
553,Himalayan Permaculture Centre,28.5556,81.8465,ecovillage,,,EcovillageMap,,
554,Hof Hackenow,52.5262,14.4796,ecovillage,,,EcovillageMap,,
555,Hof Medewege,53.66,11.3955,ecovillage,,,EcovillageMap,,
556,Hojarasca Biblioteca Comunitaria,-34.8849454,-55.2213439,ecoversity,,,Ecoversities,,
557,Holistic Center Manas,45.992,14.6596,ecovillage,,,EcovillageMap,,
558,Holistic Teaching and Learning Center at Southern Oregon University,42.1858,-122.69449,ecoversity,,,Ecoversities,,
559,"Holistic eco-village in Pokhara Valley, NEPAL HIMALAYS!",28.1014,84.0688,ecovillage,,,EcovillageMap,,
560,Holy Land Trust,31.7058,35.2027,ecovillage,,,EcovillageMap,,
561,Honeyville Farm,-34.0027,24.744,ecovillage,,,EcovillageMap,,
562,Hortus Cyrenaicus,40.5172,23.2857,ecovillage,,,EcovillageMap,,
563,House of I * Heritage Chateau,40.9184,115.2256,ecovillage,,,EcovillageMap,,
564,Hua Dao ecovillage,30.6301,103.673,ecovillage,,,EcovillageMap,,
565,Huerto Urbano Nuevo Sol,21.0557,-101.5932,ecovillage,,,EcovillageMap,,
566,Huertos Urbanos de Costa Rica,9.9281,-84.0907,ecovillage,,,EcovillageMap,,
567,Humanistic Farm,32.0525,35.1254,ecovillage,,,EcovillageMap,,
568,Hummingbird Community,35.9611,-105.4185,ecovillage,,,EcovillageMap,,
569,Hundredfold Farm,39.8451,-77.3608,ecovillage,,,IC.org|EcovillageMap,,Cohousing (individual homes within group owned property.)|Ecovillage (organized around ecology and sustainability.)
570,Hunter Healing Gardens,-32.5298,151.4924,ecovillage,,,EcovillageMap,,
571,Hurdalecovillage,60.4359,11.0661,ecovillage,,,EcovillageMap,,
572,"Hussainabad Ecovillage, Skardu, Gilgit Baltistan",35.2963,75.6935,ecovillage,,,EcovillageMap,,
573,Hvideland,55.9498,11.9981,ecovillage,,,EcovillageMap,,
574,"Hästekasen permaculture farm, learning and adventure center",58.2711,11.6256,ecovillage,,,EcovillageMap,,
575,Hågaby,59.8397,17.5844,ecovillage,,,EcovillageMap,,
576,IDEAL Society,49.356,-115.2988,ecovillage,,,EcovillageMap,,
577,INLAND,40.4334075,-3.6545146,ecoversity,,,Ecoversities,,
578,Ilatán,28.2916,-16.6291,ecovillage,,,EcovillageMap,,
579,Imark valley,11.0395,76.6032,ecovillage,,,EcovillageMap,,
580,In progress,43.1558,22.81,ecovillage,,,EcovillageMap,,
581,InanItah,11.4703,-85.519,ecovillage,,,EcovillageMap,,
582,Inana,19.54378,-96.91018,ecoversity,,,Ecoversities,,
583,India One Solar Thermal Power Plant,24.5167,72.7858,ecovillage,,,EcovillageMap,,
584,Infinite Stillness Farm and Retreat,9.3239,-83.3516,ecovillage,,,EcovillageMap,,
585,Inla Kesh,16.5982,-92.5634,ecovillage,,,EcovillageMap,,
586,Innovando la Tradicion,17.06979,-96.72404,ecoversity,,,Ecoversities,,
587,Innovative center for sustainable agriculture and rural development of Serbia,43.2271,22.0309,ecovillage,,,EcovillageMap,,
